title,authors,arxiv_id
Zero-shot Knowledge Transfer via Adversarial Belief Matching,Paul Micaelli;Amos Storkey,http://arxiv.org/abs/1905.09768v3
Guided Meta-Policy Search,Russell Mendonca;Abhishek Gupta;Rosen Kralev;Pieter Abbeel;Sergey Levine;Chelsea Finn,
Data-dependent Sample Complexity of Deep Neural Networks via Lipschitz Augmentation,Colin Wei;Tengyu Ma,
Residual Flows for Invertible Generative Modeling,Tian Qi Chen;Jens Behrmann;David Duvenaud;Joern-Henrik Jacobsen,
A unified theory for the origin of grid cells through the lens of pattern formation,Ben Sorscher;Gabriel Mel;Surya Ganguli;Samuel Ocko,
"Poincar\'{e} Recurrence, Cycles and Spurious Equilibria in Gradient Descent for Non-Convex Non-Concave Zero-Sum Games",Emmanouil-Vasileios Vlatakis-Gkaragkounis;Lampros Flokas;Georgios Piliouras,
Multilabel reductions: what is my loss optimising?,Aditya Menon;Ankit Singh Rawat;Sashank Reddi;Sanjiv Kumar,
Generalization Bounds of Stochastic Gradient Descent for Wide and Deep Neural Networks,Yuan Cao;Quanquan Gu,
The Broad Optimality of Profile Maximum Likelihood,Yi Hao;Alon Orlitsky,http://arxiv.org/abs/1906.03794v3
Private Stochastic Convex Optimization with Optimal Rates,Raef Bassily;Vitaly Feldman;Kunal Talwar;Abhradeep Guha Thakurta,
Discriminator optimal transport,Akinori Tanaka,
Identification of Conditional Causal Effects under Markov Equivalence,Amin Jaber;Jiji Zhang;Elias Bareinboim,
Efficient and Accurate Estimation of Lipschitz Constants for Deep Neural Networks,Mahyar Fazlyab;Alexander Robey;Hamed Hassani;Manfred Morari;George Pappas,
Towards Explaining the Regularization Effect of Initial Large Learning Rate in Training Neural Networks,Yuanzhi Li;Colin Wei;Tengyu Ma,
On the Downstream Performance of Compressed Word Embeddings,Avner May;Jian Zhang;Tri Dao;Christopher Ré,http://arxiv.org/abs/1909.01264v1
Adversarial Music: Real world Audio Adversary against Wake-word Detection System,Juncheng Li;Shuhui Qu;Xinjian Li;Joseph Szurley;J. Zico Kolter;Florian Metze,
Theoretical Analysis Of Adversarial Learning: A Minimax Approach,Zhuozhuo Tu;Jingwei Zhang;Dacheng Tao,http://arxiv.org/abs/1811.05232v2
Hindsight Credit Assignment,Anna Harutyunyan;Will Dabney;Thomas Mesnard;Mohammad Gheshlaghi Azar;Bilal Piot;Nicolas Heess;Hado van Hasselt;Gregory Wayne;Satinder Singh;Doina Precup;Remi Munos,
Generalization Bounds for Neural Networks via Approximate Description Length,Amit Daniely;Elad Granot,
Combining Generative and Discriminative Models for Hybrid Inference,Victor Garcia Satorras;Max Welling;Zeynep Akata,http://arxiv.org/abs/1906.02547v3
Learning Positive Functions with Pseudo Mirror Descent,Yingxiang Yang;Haoxiang Wang;Negar Kiyavash;Niao He,
Cormorant: Covariant Molecular Neural Networks,Brandon Anderson;Truong Son Hy;Risi Kondor,
Learning Compositional Neural Programs with Recursive Tree Search and Planning,Thomas PIERROT;Guillaume Ligner;Scott Reed;Olivier Sigaud;Nicolas Perrin;Alexandre Laterre;David Kas;Karim Beguir;Nando de Freitas,
Model Selection for Contextual Bandits,Dylan Foster;Akshay Krishnamurthy;Haipeng Luo,
Surfing: Iterative Optimization Over Incrementally Trained Deep Networks,Ganlin Song;Zhou Fan;John Lafferty,http://arxiv.org/abs/1907.08653v1
Efficiently Learning Fourier Sparse Set Functions,Andisheh Amrollahi;Amir Zandieh;Michael Kapralov;Andreas Krause,
Multi-Criteria Dimensionality Reduction with Applications to Fairness,Uthaipon Tantipongpipat;Samira Samadi;Mohit Singh;Jamie Morgenstern;Santosh Vempala,
Heterogeneous Treatment Effects with Instruments,Vasilis Syrgkanis;Victor Lei;Miruna Oprescu;Maggie Hei;Keith Battocchi;Greg Lewis,
Learning Reward Machines for Partially Observable Reinforcement Learning,Rodrigo Toro Icarte;Ethan Waldie;Toryn Klassen;Rick Valenzano;Margarita Castro;Sheila McIlraith,
Small ReLU networks are powerful memorizers: a tight analysis of memorization capacity,Chulhee Yun;Suvrit Sra;Ali Jadbabaie,
Fast structure learning with modular regularization,Greg Ver Steeg;Hrayr Harutyunyan;Daniel Moyer;Aram Galstyan,http://arxiv.org/abs/1706.03353v3
Efficient 3D Deep Learning via Point-Based Representation and Voxel-Based Convolution,Zhijian Liu;Haotian Tang;Yujun Lin;Song Han,
Volumetric Correspondence Networks for Optical Flow,Gengshan Yang;Deva Ramanan,
How many variables should be entered in a principal component regression equation?,Ji Xu;Daniel Hsu,
Multi-View Reinforcement Learning,Minne Li;Lisheng Wu;Jun WANG,
Neural Networks with Cheap Differential Operators,Tian Qi Chen;David Duvenaud,
Differentially Private Distributed Data Summarization under Covariate Shift,Kanthi Sarpatwar;Karthikeyan Shanmugam;Venkata Sitaramagiridharganesh Ganapavarapu;Ashish Jagmohan;Roman Vaculin,
Thompson Sampling and Approximate Inference,My Phan;Yasin Abbasi Yadkori;Justin Domke,
Fast PAC-Bayes via Shifted Rademacher Complexity,Jun Yang;Shengyang Sun;Daniel Roy,
Global Sparse Momentum SGD for Pruning Very Deep Neural Networks,Xiaohan Ding;guiguang ding;Xiangxin Zhou;Yuchen Guo;Jungong Han;Ji Liu,
Understanding the Role of Momentum in Stochastic Gradient Methods,Igor Gitman;Hunter Lang;Pengchuan Zhang;Lin Xiao,
Fine-grained Optimization of Deep Neural Networks,Mete Ozay,
Safe Exploration for Interactive Machine Learning,Matteo Turchetta;Felix Berkenkamp;Andreas Krause,
A First-Order Approach to Accelerated Value Iteration,Julien Grand Clement;Vineet Goyal,
Neural Machine Translation with Soft Prototype,Yiren Wang;Yingce Xia;Fei Tian;Fei Gao;Tao Qin;Cheng Xiang  Zhai;Tie-Yan Liu,
Online Learning via the Differential Privacy Lens,Jacob Abernethy;Young Hun Jung;Chansoo Lee;Audra McMillan;Ambuj Tewari,http://arxiv.org/abs/1711.10019v3
Re-examination of the Role of Latent Variables in Sequence Modeling,Guokun Lai;Zihang Dai;Yiming Yang;Shinjae Yoo,http://arxiv.org/abs/1902.01388v1
Near-Optimal Reinforcement Learning in Dynamic Treatment Regimes,Junzhe Zhang;Elias Bareinboim,
Learning Sample-Specific Models with Low-Rank Personalized Regression,Ben Lengerich;Bryon Aragam;Eric Xing,
Domain Generalization via Model-Agnostic Learning of Semantic Features,Qi Dou;Daniel Coelho de Castro;Konstantinos Kamnitsas;Ben Glocker,
Better Transfer Learning Through Inferred Successor Maps,Tamas Madarasz;Tim Behrens,
Large Scale Adversarial Representation Learning,Jeff Donahue;Karen Simonyan,http://arxiv.org/abs/1907.02544v1
McDiarmid-Type Inequalities for Graph-Dependent Variables and Stability Bounds,Rui (Ray) Zhang;Xingwu Liu;Yuyi Wang;Liwei Wang,
Exploration Bonus for Regret Minimization in Discrete and Continuous Average Reward MDPs,Jian QIAN;Ronan Fruit;Matteo Pirotta;Alessandro Lazaric,
Beyond Online Balanced Descent: An Optimal Algorithm for Smoothed Online Optimization,Gautam Goel;Yiheng Lin;Haoyuan Sun;Adam Wierman,
GENO -- GENeric Optimization for Classical Machine Learning,Soeren Laue;Matthias Mitterreiter;Joachim Giesen,
Learning Representations by Maximizing Mutual Information Across Views,Philip Bachman;R Devon Hjelm;William Buchwalter,http://arxiv.org/abs/1906.00910v2
From voxels to pixels and back: Self-supervision in natural-image reconstruction from fMRI,Roman Beliy;Guy Gaziv;Assaf Hoogi;Francesca Strappini;Tal Golan;Michal Irani,
Efficient Algorithms for Smooth Minimax Optimization,Kiran Thekumparampil;Prateek Jain;Praneeth Netrapalli;Sewoong Oh,
Deep and Structured Similarity Matching via Deep and Structured Hebbian/Anti-Hebbian Networks,Dina Obeid;Cengiz Pehlevan,
On the Inductive Bias of Neural Tangent Kernels,Alberto Bietti;Julien Mairal,http://arxiv.org/abs/1905.12173v1
A Generalized Algorithm for Multi-Objective RL and Policy Adaptation,Runzhe Yang;Xingyuan Sun;Karthik Narasimhan,
Learning Mixtures of Plackett-Luce Models from Structured Partial Orders,Zhibing Zhao;Lirong Xia,
Preventing Gradient Attenuation in Lipschitz Constrained Convolutional Networks,Qiyang Li;Saminul Haque;Cem Anil;James Lucas;Roger Grosse;Joern-Henrik Jacobsen,
A Domain Agnostic Measure for Monitoring and Evaluating GANs,Paulina Grnarova;Yehuda Kfir Levy;Aurelien Lucchi;Nathanael Perraudin;Ian Goodfellow;Thomas Hofmann;Andreas Krause,
Uncertainty on Asynchronous Event Prediction,Bertrand Charpentier;Marin Biloš;Stephan Günnemann,
Neural Temporal-Difference Learning Converges to Global Optima,Qi Cai;Zhuoran Yang;Jason Lee;Zhaoran Wang,
Distributionally Optimistic Optimization Approach to Nonparametric Likelihood Approximation,Viet Anh Nguyen;Soroosh Shafieezadeh Abadeh;Man-Chung Yue;Daniel Kuhn;Wolfram Wiesemann,
Sample Adaptive MCMC,Michael Zhu,
An Algorithm to Learn Polytree Networks with Hidden Nodes,Firoozeh Sepehr;Donatello Materassi,
Efficient Symmetric Norm Regression via Linear Sketching,Zhao Song;Ruosong Wang;Lin Yang;Hongyang Zhang;Peilin Zhong,
Selective Sampling-based Scalable Sparse Subspace Clustering,Shin Matsushima;Maria Brbic,
On Fenchel Mini-Max Learning,Chenyang Tao;Liqun Chen;Shuyang Dai;Junya Chen;Ke Bai;Dong Wang;Jianfeng Feng;Wenlian Lu;Georgiy Bobashev;Lawrence Carin,
Robust exploration in linear quadratic reinforcement learning ,Jack Umenberger;Mina Ferizbegovic;Thomas Schön;Håkan Hjalmarsson,
Bayesian Batch Active Learning as Sparse Subset Approximation,Robert Pinsler;Jonathan Gordon;Eric Nalisnick;José Miguel Hernández-Lobato,http://arxiv.org/abs/1908.02144v1
Towards modular and programmable architecture search,Renato Negrinho;Matthew Gormley;Geoffrey Gordon;Darshan Patil;Nghia Le;Daniel Ferreira,
Surrogate Objectives for Batch Policy Optimization in One-step Decision Making,Minmin Chen;Ramki Gummadi;Chris Harris;Dale Schuurmans,
Multi-resolution Multi-task Gaussian Processes,Oliver Hamelijnck;Theodoros Damoulas;Kangrui Wang;Mark Girolami,
Paraphrase Generation with Latent Bag of Words,Yao Fu;Yansong Feng;John Cunningham,
SIC-MMAB: Synchronisation Involves Communication in Multiplayer Multi-Armed Bandits,Etienne Boursier;Vianney Perchet,
Regularized Gradient Boosting,Corinna Cortes;Mehryar Mohri;Dmitry Storcheus,
Reflection Separation using a Pair of Unpolarized and Polarized Images,Youwei Lyu;Zhaopeng Cui;Si Li;Marc Pollefeys;Boxin Shi,
Learning from Crap Data via Generation,Tianyu Guo;Chang Xu;Boxin Shi;Chao Xu;Dacheng Tao,
A coupled autoencoder approach for multi-modal analysis of cell types,Rohan Gala;Nathan Gouwens;Zizhen Yao;Agata Budzillo;Osnat Penn;Bosiljka Tasic;Gabe Murphy;Hongkui Zeng;Uygar Sümbül,
Slice-based Learning: A Programming Model for Residual Learning in Critical Data Slices,Vincent Chen;Sen Wu;Alexander Ratner;Jen Weng;Christopher Ré,
XNAS: Neural Architecture Search with Expert Advice,Niv Nayman;Asaf Noy;Tal Ridnik;Itamar Friedman;Jing Rong;Lihi Zelnik,
Thinning for Accelerating the Learning of Point Processes,Tianbo Li;Yiping Ke,
Adaptive Temporal-Difference Learning for Policy Evaluation with Per-State Uncertainty Estimates,Carlos Riquelme;Hugo Penedones;Damien Vincent;Hartmut Maennel;Sylvain Gelly;Timothy A Mann;Andre Barreto;Gergely Neu,
Optimal Stochastic and Online Learning with Individual Iterates,Yunwen Lei;Peng Yang;Ke Tang;Ding-Xuan Zhou,
GOT: An Optimal Transport framework for Graph comparison,Hermina Petric Maretic;Mireille El Gheche;Giovanni Chierchia;Pascal Frossard,
A Nonconvex Approach for Exact and Efficient Multichannel Sparse Blind Deconvolution,Qing Qu;Xiao Li;Zhihui Zhu,
Infra-slow brain dynamics as a marker for cognitive function and decline,Shagun Ajmera;Shreya Rajagopal;Razi Rehman;Devarajan Sridharan,
Online Learning for Auxiliary Task Weighting for Reinforcement Learning,Xingyu Lin;Harjatin Baweja;George Kantor;David Held,
Adaptive Density Estimation for Generative Models,Thomas Lucas;Konstantin Shmelkov;Karteek Alahari;Cordelia Schmid;Jakob Verbeek,
Maximum Expected Hitting Cost of a Markov Decision Process and Informativeness of Rewards,Falcon Dai;Matthew Walter,
Positional Normalization,Boyi Li;Felix Wu;Kilian Weinberger;Serge Belongie,
Globally optimal score-based learning of directed acyclic graphs in high-dimensions,Bryon Aragam;Arash Amini;Qing Zhou,
Root Mean Square Layer Normalization,Biao Zhang;Rico Sennrich,
Likelihood Ratios for Out-of-Distribution Detection,Jie Ren;Peter Liu;Emily Fertig;Jasper Snoek;Ryan  Poplin;Mark Depristo;Joshua Dillon;Balaji Lakshminarayanan,
Implicit Posterior Variational Inference for Deep Gaussian Processes,Haibin YU;Yizhou Chen;Bryan Kian Hsiang Low;Patrick Jaillet,
Efficient Approximation of Deep ReLU Networks for Functions on Low Dimensional Manifolds,Minshuo Chen;Haoming Jiang;Wenjing Liao;Tuo Zhao,
Emergence of Object Segmentation in Perturbed Generative Models,Adam Bielski;Paolo Favaro,http://arxiv.org/abs/1905.12663v1
"Procrastinating with Confidence: Near-Optimal, Anytime, Adaptive Algorithm Configuration",Robert Kleinberg;Kevin Leyton-Brown;Brendan Lucier;Devon Graham,
Attentive State-Space Modeling of Disease Progression,Ahmed Alaa;Mihaela van der Schaar,
Neural Attribution for Semantic Bug-Localization in Student Programs,Rahul Gupta;Aditya Kanade;Shirish Shevade,
Fast Decomposable Submodular Function Minimization using Constrained Total Variation,Senanayak Sesh Kumar Karri;Francis Bach;Thomas Pock,
Multiagent Evaluation under Incomplete Information,Mark Rowland;Shayegan Omidshafiei;Karl Tuyls;Julien Perolat;Michal Valko;Georgios Piliouras;Remi Munos,
Equal Opportunity in Online Classification with Partial Feedback,Yahav Bechavod;Katrina Ligett;Aaron Roth;Bo Waggoner;Steven Wu,
 A New Distribution on the Simplex with Auto-Encoding Applications,Andrew Stirn;Tony Jebara;David Knowles,
"Learning and Generalization in Overparameterized Neural Networks, Going Beyond Two Layers",Zeyuan Allen-Zhu;Yuanzhi Li;Yingyu Liang,
Multi-objective Bayesian optimisation with preferences over objectives,Majid Abdolshah;Alistair Shilton;Santu Rana;Sunil Gupta;Svetha Venkatesh,http://arxiv.org/abs/1902.04228v1
Nonzero-sum Adversarial Hypothesis Testing Games,Sarath Yasodharan;Patrick Loiseau,
Invertible Convolutional Flow,Mahdi Karami;Dale Schuurmans;Jascha Sohl-Dickstein;Laurent Dinh;Daniel Duckworth,
Quaternion Knowledge Graph Embeddings,SHUAI ZHANG;Yi Tay;Lina Yao;Qi Liu,
Causal Regularization,Dominik Janzing,
Communication-Efficient Distributed Learning via Lazily Aggregated Quantized Gradients,Jun Sun;Tianyi Chen;Georgios Giannakis;Zaiyue  Yang,
Stochastic Bandits with Context Distributions,Johannes Kirschner;Andreas Krause,http://arxiv.org/abs/1906.02685v1
Deep RGB-D Canonical Correlation Analysis For Sparse Depth Completion,Yiqi Zhong;Cho-Ying Wu;Suya You;Ulrich Neumann,http://arxiv.org/abs/1906.08967v1
Icebreaker: Efficient Information Acquisition with Active Learning,Wenbo Gong;Sebastian Tschiatschek;Sebastian Nowozin;Richard E Turner;José Miguel Hernández-Lobato;Cheng Zhang,
SGD for Least Squares Regression: Towards Minimax Optimality with the Final Iterate,Rong Ge;Sham Kakade;Rahul Kidambi;Praneeth Netrapalli,
Dynamic Curriculum Learning by Gradient Descent,Shreyas Saxena;Oncel Tuzel;Dennis DeCoste,
CPM-Nets: Cross Partial Multi-View Networks,Changqing Zhang;Zongbo Han;yajie cui;Huazhu Fu;Joey Tianyi Zhou;Qinghua Hu,
The Normalization Method for Alleviating Pathological Sharpness in Wide Neural Networks,Ryo Karakida;Shotaro Akaho;Shun-ichi Amari,
Temporal FiLM: Capturing Long-Range Sequence Dependencies with Feature-Wise Modulations.,Sawyer Birnbaum;Volodymyr Kuleshov;Zayd Enam;Pang Wei Koh;Stefano Ermon,
Efficient Graph Generation with Graph Recurrent Attention Networks,Renjie Liao;Yujia Li;Yang Song;Shenlong Wang;Will Hamilton;David Duvenaud;Raquel Urtasun;Richard Zemel,
Missing Not at Random in Matrix Completion: The Effectiveness of Estimating Missingness Probabilities Under a Low Nuclear Norm Assumption,Wei Ma;George H Chen,
Learning Bayesian Networks with Low Rank Conditional Probability Tables,Adarsh Barik;Jean Honorio,http://arxiv.org/abs/1905.12552v1
Communication-Efficient Distributed Blockwise Momentum SGD with Error-Feedback,Shuai Zheng;Ziyue Huang;James Kwok,
Non-asymptotic Analysis of Stochastic Methods for Non-Smooth Non-Convex Regularized Problems,Yi Xu;Jing Rong;Tianbao Yang,
AutoAssist: A Framework to Accelerate Training of Deep Neural Networks,Jiong Zhang;Hsiang-Fu Yu;Inderjit S Dhillon,
Precision-Recall Balanced Topic Modelling,Seppo Virtanen;Mark Girolami,
Distributed Low-rank Matrix Factorization With Exact Consensus,Zhihui Zhu;Qiuwei Li;Xinshuo Yang;Gongguo Tang;Michael B Wakin,
Paradoxes in Fair Machine Learning,Paul Goelz;Anson Kahng;Ariel Procaccia,
Practical and Consistent Estimation of f-Divergences,Paul Rubenstein;Olivier Bousquet;Josip Djolonga;Carlos Riquelme;Ilya Tolstikhin,
Legendre Memory Units: Continuous-Time Representation in Recurrent Neural Networks,Aaron Voelker;Ivana Kajić;Chris Eliasmith,
Exploiting Local and Global Structure for Point Cloud Semantic Segmentation with Contextual Point Representations,Xu Wang;Jingming He;Lin Ma,
Efficient Convex Relaxations for Streaming PCA,Raman Arora;Teodor Vanislavov Marinov,
Can SGD Learn Recurrent Neural Networks with Provable Generalization?,Zeyuan Allen-Zhu;Yuanzhi Li,http://arxiv.org/abs/1902.01028v2
AutoPrun: Automatic Network Pruning by Regularizing Auxiliary Parameters,XIA XIAO;Zigeng Wang;Sanguthevar Rajasekaran,
Meta-Curvature,Eunbyung Park;Junier Oliva,
Generalization Error Analysis of Quantized Compressive Learning,Xiaoyun Li;Ping Li,
Functional Adversarial Attacks,Cassidy Laidlaw;Soheil Feizi,http://arxiv.org/abs/1906.00001v1
"Search-Guided, Lightly-Supervised Training of Structured Prediction Energy Networks",Amirmohammad Rooshenas;Dongxu Zhang;Gopal Sharma;Andrew McCallum,
Direct Estimation of Differential Functional Graphical Model,Boxin Zhao;Sam Wang;Mladen Kolar,
Learning Multiple Markov Chains via Adaptive Allocation,Mohammad Sadegh Talebi;Odalric-Ambrym Maillard,
Demystifying Black-box Models with Symbolic Metamodels,Ahmed Alaa;Mihaela van der Schaar,
Poisson-Minibatching for Gibbs Sampling with Convergence Rate Guarantees,Ruqi Zhang;Christopher De Sa,
Learning from Label Proportions with Generative Adversarial Networks,Jiabin Liu;Bo Wang;Zhiquan Qi;YingJie Tian;Yong Shi,
On the Role of Inductive Bias From Simulation and the Transfer to the Real World: a new Disentanglement Dataset,Muhammad Waleed Gondal;Manuel Wuthrich;Djordje Miladinovic;Francesco Locatello;Martin  Breidt;Valentin Volchkov;Joel Akpo;Olivier Bachem;Bernhard Schölkopf;Stefan Bauer,
Stein Variational Gradient Descent With Matrix-Valued Kernels,Dilin Wang;Ziyang Tang;Chandrajit Bajaj;Qiang Liu,
Finite-time Analysis of Approximate Policy Iteration for the Linear Quadratic Regulator,Karl Krauth;Stephen Tu;Benjamin Recht,
Twin Auxilary Classifiers GAN,Mingming Gong;Yanwu Xu;Chunyuan Li;Kun Zhang;Kayhan Batmanghelich,
The Option Keyboard: Combining Skills in Reinforcement Learning,Andre Barreto;Diana Borsa;Shaobo Hou;Gheorghe Comanici;Eser Aygun;Philippe Hamel;Daniel Toyama;Jonathan J Hunt;Shibl Mourad;David Silver;Doina Precup,
Probabilistic Watershed: Sampling all spanning forests for seeded segmentation and semi-supervised learning,Enrique Fita Sanmartin;Sebastian Damrich;Fred Hamprecht,
Partially Encrypted Deep Learning using Functional Encryption,Theo Ryffel;David Pointcheval;Francis Bach;Edouard Dufour-Sans;Romain Gay,
Enabling hyperparameter optimization in sequential autoencoders for spiking neural data,Mohammad Reza Keshtkaran;Chethan Pandarinath,
Equipping Experts/Bandits with Long-term Memory,Kai Zheng;Haipeng Luo;Ilias Diakonikolas;Liwei Wang,http://arxiv.org/abs/1905.12950v1
Lower Bounds on Adversarial Robustness from Optimal Transport,Arjun Nitin Bhagoji;Daniel Cullina;Prateek Mittal,
State Aggregation Learning from Markov Transition Data,Yaqi Duan;Tracy Ke;Mengdi Wang,
Improving Model Robustness and Uncertainty Estimates with Self-Supervised Learning,Dan Hendrycks;Mantas Mazeika;Saurav Kadavath;Dawn Song,
Non-Cooperative Inverse Reinforcement Learning,Xiangyuan Zhang;Kaiqing Zhang;Erik Miehling;Tamer Basar,
Generalization Bounds in the Predict-then-Optimize Framework,Othman El Balghiti;Adam Elmachtoub;Paul Grigas;Ambuj Tewari,
Thompson Sampling for Multinomial Logit Contextual Bandits,Min-hwan Oh;Garud Iyengar,
Superset Technique for Approximate Recovery in One-Bit Compressed Sensing,Larkin H Flodin;Venkata Gandikota;Arya Mazumdar,
Nearly Tight Bounds for Robust Proper Learning of Halfspaces with a Margin,Ilias Diakonikolas;Daniel Kane;Pasin Manurangsi,
Learning Macroscopic Brain Connectomes via Group-Sparse Factorization,Farzane Aminmansour;Andrew Patterson;Lei Le;Yisu  Peng;Daniel  Mitchell;Franco Pestilli;Cesar Caiafa;Russell Greiner;Martha White,
Inducing brain-relevant bias in natural language processing models,Dan Schwartz;Mariya Toneva;Leila Wehbe,
Learning dynamic semi-algebraic proofs,Alhussein Fawzi;Mateusz Malinowski;Hamza Fawzi;Omar Fawzi,
Solving Interpretable Kernel Dimensionality Reduction,Chieh Wu;Jared Miller;Yale Chang;Mario Sznaier;Jennifer Dy,
DETOX: A Redundancy-based Framework for Faster and More Robust Gradient Aggregation,Shashank Rajput;Hongyi Wang;Zachary Charles;Dimitris Papailiopoulos,
Break the Ceiling: Stronger Multi-scale Deep Graph Convolutional Networks,Sitao Luan;Mingde Zhao;Xiao-Wen Chang;Doina Precup,
Online Convex Matrix Factorization with Representative Regions,Jianhao Peng;Olgica Milenkovic;Abhishek Agarwal,http://arxiv.org/abs/1904.02580v2
Tight Regret Bounds for Model-Based Reinforcement Learning with Greedy Policies,Yonathan Efroni;Nadav Merlis;Mohammad Ghavamzadeh;Shie Mannor,
Beyond Alternating Updates for Matrix Factorization with Inertial Bregman Proximal Gradient Algorithms,Mahesh Chandra Mukkamala;Peter Ochs,
Distributional Reward Decomposition for Reinforcement Learning,Zichuan Lin;Li Zhao;Derek Yang;Tao Qin;Tie-Yan Liu;Guangwen Yang,
L_DMI: A Novel Information-theoretic Loss Function for Training Deep Nets Robust to Label Noise,Yilun Xu;Peng Cao;Yuqing Kong;Yizhou Wang,
Integrating Generative and Discriminative Sparse Kernel Machines for  Multi-class Active Learning,Weishi Shi;Qi Yu,
GIFT: Learning Transformation-Invariant Dense Visual Descriptors via Group CNNs,Yuan Liu;Zehong Shen;Zhixuan Lin;Sida Peng;Hujun Bao;Xiaowei Zhou,
RUBi: Reducing Unimodal Biases in Visual Question Answering,Remi Cadene;Corentin Dancette;Hedi Ben younes;Matthieu Cord;Devi Parikh,
Latent distance estimation for random geometric graphs,Ernesto Araya Valdivia;Yohann De Castro,
SpArSe: Sparse Architecture Search for CNNs on Resource-Constrained Microcontrollers,Igor Fedorov;Ryan Adams;Matthew Mattina;Paul Whatmough,
"Ask not what AI can do for you, but what AI should do: Towards a framework of task delegability",Brian Lubars;Chenhao Tan,
Code Generation as Dual Task of Code Summarization,Bolin Wei;Ge Li;Xin Xia;Zhiyi Fu;Zhi Jin,
Search on the Replay Buffer: Bridging Planning and Reinforcement Learning,Ben Eysenbach;Russ Salakhutdinov;Sergey Levine,
Adversarial Fisher Vectors for Unsupervised Representation Learning,Joshua Susskind;Shuangfei Zhai;Walter Talbott;Carlos Guestrin,
Conditional Structure Generation through Graph Variational Generative Adversarial Nets,Carl Yang;Peiye Zhuang;Wenhan Shi;Alan Luu;Pan Li,
Weight Agnostic Neural Networks,Adam Gaier;David Ha,http://arxiv.org/abs/1906.04358v2
Image Captioning: Transforming Objects into Words,Simao Herdade;Armin Kappeler;Kofi Boakye;Joao Soares,
Calculating Optimistic Likelihoods Using (Geodesically) Convex Optimization,Viet Anh Nguyen;Soroosh Shafieezadeh Abadeh;Man-Chung Yue;Daniel Kuhn;Wolfram Wiesemann,
Bat-G net: Bat-inspired High-Resolution 3D Image Reconstruction using Ultrasonic Echoes,Gunpil Hwang;Seohyeon Kim;Hyeon-Min Bae,
On the equivalence between graph isomorphism testing and function approximation with GNNs,Zhengdao Chen;Soledad Villar;Lei Chen;Joan Bruna,
Reliable training and estimation of variance networks,Nicki Skafte Detlefsen;Martin Jørgensen;Søren Hauberg,
Practical Two-Step Lookahead Bayesian Optimization,Jian Wu;Peter Frazier,
SHE: A Fast and Accurate Deep Neural Network for Encrypted Data,Qian Lou;Lei Jiang,
Learnable Tree Filter for Structure-preserving Feature Transform,Lin Song;Yanwei Li;Zeming Li;Gang Yu;Hongbin Sun;Jian Sun;Nanning Zheng,
Deep Multimodal Multilinear Fusion with High-order Polynomial Pooling,Ming Hou;Jiajia Tang;Jianhai Zhang;Wanzeng Kong;Qibin Zhao,
Comparing distributions: $\ell_1$ geometry improves kernel two-sample testing,meyer scetbon;Gael Varoquaux,
On the Global Convergence of (Fast) Incremental Expectation Maximization Methods,Belhal Karimi;Hoi-To Wai;Eric Moulines;Marc Lavielle,
iSplit LBI: Individualized Partial Ranking with Ties via Split LBI,Qianqian Xu;Xinwei Sun;Zhiyong Yang;Xiaochun Cao;Qingming Huang;Yuan Yao,
Deep Signatures,Patrick Kidger;Patric Bonnier;Imanol Perez Arribas;Cristopher Salvi;Terry Lyons,http://arxiv.org/abs/1905.08494v1
A Step Toward Quantifying Independently Reproducible Machine Learning Research,Edward Raff,
PIDForest: Anomaly Detection and Certification via Partial Identification,Parikshit Gopalan;Vatsal Sharan;Udi Wieder,
Maximum Mean Discrepancy Gradient Flow,Michael Arbel;Anna Korba;Adil SALIM;Arthur Gretton,
Systematic generalization through meta sequence-to-sequence learning,Brenden Lake,
Convergent Policy Optimization for Safe Reinforcement Learning,Ming Yu;Zhuoran Yang;Mladen Kolar;Zhaoran Wang,
Invariance-inducing regularization using worst-case transformations suffices to boost accuracy and spatial robustness,Fanny Yang;Zuowen Wang;Christina Heinze-Deml,
Modeling Conceptual Understanding in Image Reference Games,Rodolfo Corona Rodriguez;Zeynep Akata;Stephan Alaniz,
Adversarial training for free!,Ali Shafahi;Mahyar Najibi;Mohammad Amin Ghiasi;Zheng Xu;John Dickerson;Christoph Studer;Larry Davis;Gavin Taylor;Tom Goldstein,
A Graph Theoretic Additive Approximation of Optimal Transport,Nathaniel Lahn;Deepika Mulchandani;Sharath Raghvendra,http://arxiv.org/abs/1905.11830v2
Variational Temporal Abstraction,Taesup Kim;Sungjin Ahn;Yoshua Bengio,
Fast Convergence of Belief Propagation to Global Optima: Beyond Correlation Decay ,Frederic Koehler,
Turbo Autoencoder: Deep learning based channel code for point-to-point communication channels,Yihan Jiang;Hyeji Kim;Himanshu Asnani;Sreeram Kannan;Sewoong Oh;Pramod Viswanath,
CXPlain: Causal Explanations for Model Interpretation under Uncertainty,Patrick Schwab;Walter Karlen,
Structured Decoding for Non-Autoregressive Machine Translation,Zhiqing Sun;Zhuohan Li;Haoqing Wang;Di He;Zi Lin;Zhihong Deng,
Semi-Implicit Graph Variational Auto-Encoders,Arman Hasanzadeh;Ehsan Hajiramezanali;Krishna Narayanan;Nick Duffield;Mingyuan Zhou;Xiaoning Qian,
